order_id,revenue_per_order
28278,78.6
33384,5.0
38827,5.0
40235,5.0
54477,5.0
75832,156.52
78936,5.0
82172,60.99
83244,5.0
89136,27.98
105784,28.4
112562,27.0
118119,25.0
52728,5.09
60982,5.09
22178,5.16
104202,103.66
29384,60.19
36276,21.19
106574,5.2
680,5.29
13911,5.33
48378,240.31
83290,5.33
10108,749.87
26340,5.37
101012,5.37
12540,5.49
54601,136.47
66136,5.49
111853,5.49
34928,242.44
89568,14.1
1902,105.75
28073,5.55
115121,5.55
95831,133.59
109745,163.59
108051,5.64
19892,5.69
84279,5.69
74257,5.76
75753,103.75
92421,5.78
8092,93.83
44564,27.73
53450,28.33
71497,5.83
76791,5.83
94557,180.51
95360,5.83
99362,5.83
22290,5.87
40376,237.74
89802,5.94
646,5.95
15737,5.95
23625,207.38
30695,166.45
31701,137.44
32974,37.45
61255,5.95
65123,143.65
72515,5.95
72539,165.9
83222,5.95
86703,153.43
88579,5.95
91545,5.95
96759,5.95
98395,5.95
107940,5.95
112788,214.9
113087,58.37
123913,5.95
124638,5.95
25461,5.98
68973,50.98
70604,19.21
2166,5.99
5762,17.99
7475,62.48
9944,95.56
10154,5.99
14402,5.99
18286,35.98
20882,140.93
21286,5.99
28370,148.83
28979,69.98
28992,23.96
29999,19.99
33968,168.98
34736,51.99
35764,5.99
36851,30.99
41470,58.99
41622,36.73
42502,5.99
53237,5.99
54957,5.99
55905,30.99
65881,135.92
68025,35.98
69515,5.99
71257,223.99
72681,114.99
77267,5.99
85959,5.99
87035,64.99
90538,37.4
94626,62.73
96260,5.99
96703,5.99
109748,5.99
111401,5.99
116552,400.99
120041,5.99
121101,5.99
123219,5.99
12257,6.0
13647,42.94
16380,53.5
16683,6.0
26259,66.94
36892,86.96
45318,16.08
47520,30.99
52596,19.9
59621,231.99
65871,39.99
76667,25.99
81432,6.0
84850,6.0
89557,6.0
99124,35.99
102607,31.99
105103,95.7
108202,6.0
111414,6.0
122224,6.0
19906,30.07
67698,139.56
49763,6.08
102250,6.18
56931,6.25
115200,272.58
122844,6.33
6004,6.35
51223,44.1
75868,27.84
115286,6.39
121148,6.39
13285,49.36
23396,6.41
21401,334.44
24788,18.07
53429,6.45
53448,173.44
66094,6.45
78381,6.45
117119,6.45
2541,6.49
4841,135.7
7689,18.59
9689,6.49
46191,6.49
87179,45.99
1059,6.5
4667,56.48
7420,6.5
7589,6.5
14181,105.5
15678,40.5
22636,6.5
23157,6.5
30969,6.5
31108,6.5
36015,6.5
49442,6.5
52035,6.5
54526,6.5
64588,6.5
72082,58.43
80985,104.48
81588,6.5
83463,169.5
85915,6.5
87546,51.49
111008,231.73
111196,308.24
113972,6.5
38289,92.46
42836,6.57
53140,274.36
53751,6.57
5763,6.59
15131,23.44
97366,211.89
90298,81.68
118411,160.68
112271,6.71
5820,6.74
8984,157.64
53457,143.92
73231,46.74
95710,90.32
44979,93.75
66621,6.75
23369,6.76
48872,6.76
39754,173.79
18292,6.85
54963,176.35
75412,100.35
86975,6.85
27438,6.87
35152,200.94
67279,6.87
87244,6.87
9623,6.9
63210,6.9
68709,191.79
88602,6.91
7321,184.91
44584,6.92
60485,6.92
83704,6.92
54377,6.93
34225,81.88
214,6.95
1548,40.95
15892,40.95
18767,86.9
25675,40.9
64275,6.95
78496,6.95
79888,129.44
80148,460.95
90441,6.95
93170,105.01
93479,6.95
93949,289.79
97449,26.95
99534,6.95
100549,6.95
100782,6.95
103786,6.95
119295,114.51
6265,105.97
11757,124.94
34705,6.97
39012,178.9
59916,6.97
64258,86.97
69654,124.97
85298,6.97
86104,6.97
87423,16.96
89301,6.97
117018,46.95
3869,6.98
10972,6.98
14511,6.98
30508,6.98
30773,56.48
40873,45.98
47779,94.98
69711,98.97
75907,51.98
96951,6.98
123980,145.97
1269,6.99
5940,6.99
7245,199.98
7902,6.99
9008,81.96
12467,6.99
13859,6.99
14425,6.99
17987,6.99
18139,111.93
18244,6.99
19228,6.99
20387,136.97
20900,16.99
20997,6.99
24107,65.99
26827,6.99
27013,74.99
27951,42.0
31023,36.94
32371,64.97
35185,6.99
36523,6.99
39444,217.47
40788,205.08
42042,56.94
42262,6.99
43656,354.49
45265,6.99
45898,6.99
47659,6.99
49829,6.99
50764,6.99
51358,47.93
52784,70.99
53021,6.99
58775,6.99
58903,6.99
59044,6.99
60882,235.13
61940,6.99
63556,6.99
64533,30.99
66213,6.99
68751,6.99
70815,43.98
72919,6.99
73404,147.98
74641,95.99
74798,6.99
76056,6.99
76740,6.99
76881,6.99
80809,119.49
85258,6.99
88193,6.99
90039,56.49
93176,6.99
94222,6.99
96479,257.42
99023,6.99
99757,298.98
100690,58.02
101114,35.98
101968,121.94
102547,6.99
102610,6.99
104278,6.99
104454,818.98
106567,965.84
106864,36.97
108192,26.98
109635,194.84
110182,203.6
110496,6.99
110574,6.99
111483,6.99
112835,210.98
113584,6.99
117446,15.98
117565,6.99
120189,6.99
120639,6.99
122701,117.98
123318,40.98
123705,39.94
124042,6.99
124207,109.94
3391,80.71
4348,7.0
4753,7.0
8921,7.0
16335,61.0
21231,7.0
26298,7.0
28936,219.71
33360,7.0
39583,604.99
42761,7.0
46169,7.0
53748,51.95
59304,7.0
63188,7.0
64073,167.93
64939,229.24
66046,83.27
67224,7.0
67439,883.63
72873,82.97
87935,7.0
100645,447.05
101854,159.76
104421,59.62
109285,186.94
114428,32.0
117148,147.99
121023,307.0
50606,115.99
72850,7.01
8503,7.02
14796,7.02
75856,7.02
99713,66.02
116257,22.92
30665,59.99
85882,7.09
96566,28.04
9129,7.11
115263,7.11
102213,128.13
119870,7.13
6380,32.14
122994,17.13
2382,7.16
60292,146.05
74830,253.9
124354,79.64
4849,7.18
83023,7.18
3013,7.2
26695,7.2
37543,7.2
42467,30.2
108775,7.2
1168,7.25
2443,7.25
42659,225.5
101553,112.22
118502,7.25
27540,192.74
17867,17.23
16293,72.29
43698,7.29
55920,7.29
35538,57.31
86443,32.32
99488,87.33
37692,23.3
22324,63.34
53064,7.46
97141,71.46
683,7.5
3737,176.5
11523,7.5
25715,7.5
30071,117.49
37002,100.57
44944,37.48
49963,40.84
64854,7.5
81579,216.89
88868,7.5
97072,7.5
108440,96.5
111526,104.11
1221,7.52
3074,7.52
76722,7.52
9672,58.56
49119,7.56
32369,29.96
78472,7.68
40257,7.69
49456,7.69
3118,286.29
100668,7.7
33137,7.74
63083,131.1
2273,115.75
78842,7.75
81323,7.75
115432,47.7
6159,7.85
66576,75.84
94040,158.85
73619,7.87
77906,157.41
14301,7.9
46503,44.5
55433,7.9
65577,40.08
77181,7.9
79045,7.9
98182,277.9
114351,7.9
45575,7.91
61154,75.91
83056,53.91
107486,19.91
36218,117.92
92599,76.92
101469,7.92
1288,7.95
8869,7.95
9065,73.67
11017,7.95
15827,7.95
27831,166.33
30725,186.94
31333,28.36
31470,42.95
34104,7.95
37210,69.85
37538,126.95
38470,7.95
38606,7.95
39306,311.4
47880,7.95
49151,7.95
49770,7.95
49775,7.95
52295,7.95
52466,317.94
55753,47.94
55900,7.95
57537,211.4
61476,7.95
64094,7.95
65986,136.94
67053,87.9
69402,211.89
72647,7.95
75389,7.95
75987,45.95
76592,46.95
82009,7.95
83654,135.95
83795,7.95
84493,69.95
91015,7.95
91956,105.98
92052,7.95
93877,96.89
100389,7.95
101592,29.94
110684,55.85
114711,30.16
115076,7.95
124705,7.95
47729,7.97
66337,7.97
24161,67.98
27530,94.98
52046,311.48
63606,7.98
64264,7.98
73267,458.57
83480,25.97
84728,7.98
94264,7.98
104674,22.93
107071,7.98
119227,52.1
119480,19.64
2181,7.99
2999,61.99
5417,7.99
5509,7.99
5689,7.99
6827,7.99
7356,136.98
7595,54.98
10333,7.99
11628,7.99
12899,67.99
12964,7.99
13739,81.47
17337,67.98
17664,7.99
18070,180.99
19134,7.99
22574,7.99
23077,86.99
23591,7.99
29358,7.99
31196,7.99
32151,88.72
32176,141.93
32913,7.99
34387,7.99
34762,7.99
37847,69.99
38506,7.99
39060,7.99
39759,7.99
41323,7.99
44528,55.96
47005,132.57
47908,7.99
55907,56.94
56091,53.99
57243,7.99
59723,176.94
61068,7.99
61789,156.87
63293,15.99
63862,7.99
64244,7.99
68086,153.94
70810,7.99
72155,84.05
72349,7.99
73565,7.99
74364,7.99
76752,109.98
76897,57.47
77401,606.99
77453,137.73
78571,7.99
78602,7.99
80569,43.52
80974,7.99
80976,7.99
81309,27.94
81314,57.98
82589,123.49
82722,35.98
83567,43.96
83771,118.17
85284,7.99
87959,7.99
89585,197.88
89922,7.99
91716,31.99
92182,7.99
94527,79.89
95096,204.98
95293,7.99
95573,19.99
96591,7.99
98131,7.99
101668,77.49
102071,7.99
103642,32.99
108105,7.99
109653,94.68
111944,7.99
112000,69.78
112074,41.99
112838,20.98
113811,107.49
115774,7.99
116175,37.98
117957,55.1
117969,96.93
118566,7.99
119560,15.99
120413,149.58
123377,17.99
123515,7.99
7825,112.95
8246,8.0
9542,61.0
10121,103.89
12268,8.0
13968,90.95
15434,8.0
19106,64.99
19145,67.0
19396,8.0
19583,8.0
20174,48.0
20976,8.0
21311,199.99
22952,227.97
22990,8.0
23166,35.2
23233,8.0
25663,458.49
30518,72.14
34749,8.0
38037,8.0
39965,8.0
43072,58.0
43279,8.0
46238,103.08
48063,8.0
53579,112.15
55206,53.0
59081,54.99
60260,117.0
61727,52.99
65530,8.0
72803,137.52
76187,61.4
79554,8.0
82687,180.5
82940,542.99
83429,8.0
83558,113.65
83993,8.0
84069,8.0
87028,70.95
88799,126.0
89078,42.0
91689,8.0
92975,27.99
94427,8.0
94774,8.0
97980,8.0
99574,8.0
99684,107.99
101423,69.22
103256,107.44
103307,48.0
104485,8.0
105395,8.0
109746,57.98
111423,8.0
112152,8.0
116636,8.0
123455,27.99
97558,255.04
13897,359.05
83826,8.18
110442,83.16
7535,8.19
31685,8.19
67781,31.83
65103,148.13
120977,8.27
1262,8.28
52759,8.29
35790,67.8
78868,8.3
10039,200.13
31561,8.32
50265,38.92
7715,8.35
44241,279.8
88971,8.35
11647,8.37
5317,19.44
13377,8.38
55533,8.38
55809,48.37
61882,8.38
72190,8.38
79149,36.38
98798,26.68
16939,8.39
39874,8.39
39904,8.39
41503,68.32
53610,43.38
55463,526.98
116679,33.39
73011,155.53
73042,8.4
57842,8.43
69067,8.43
90359,48.33
93762,8.43
103792,66.73
1471,8.45
22814,8.45
27264,23.44
41611,34.45
86393,8.45
89577,33.43
94811,8.45
105577,8.45
1946,83.42
17216,8.47
18438,82.47
23309,8.47
24268,8.47
50183,8.47
59303,70.21
61202,8.47
61303,8.47
88790,112.97
18956,30.49
22973,99.48
44279,122.4
106880,118.49
114148,8.49
7144,8.5
16459,8.5
22011,35.48
25482,8.5
27272,8.5
27315,8.5
33857,88.45
34814,124.0
40254,8.5
41608,8.5
43115,8.5
44623,317.73
55027,8.5
64877,181.48
75365,126.58
85010,8.5
89188,40.5
90347,276.61
92744,20.49
93985,17.49
96416,18.06
100906,157.45
101608,8.5
102888,58.4
104331,18.45
104526,27.45
116703,8.5
120939,87.5
58358,333.02
87825,8.51
105958,8.54
46415,28.55
64327,8.56
90265,278.56
31503,231.5
34394,8.57
26321,8.6
97458,8.6
100728,8.6
8812,8.61
48658,47.61
71398,142.83
3104,197.64
19411,21.64
27476,33.64
90751,8.64
3097,93.16
11462,8.67
35258,8.67
80994,8.67
106765,98.65
32782,8.71
18718,8.72
55490,196.32
60676,33.67
73893,8.72
85760,8.72
6785,8.73
59247,8.74
66018,31.72
70010,8.74
100491,8.74
59322,8.75
17866,156.84
48230,32.76
110208,8.76
112270,8.76
3110,48.76
73608,8.77
117554,108.78
11891,8.8
32327,45.3
41712,8.8
60222,56.8
79560,141.29
4402,30.12
59413,130.77
73881,8.82
79408,160.8
84338,8.82
86560,8.82
114568,8.82
117679,8.82
21177,92.88
27915,337.78
33098,8.83
65258,8.83
121010,8.83
29938,8.84
38522,433.82
40529,30.84
43999,8.84
109103,86.84
5857,8.87
55887,25.86
73706,8.87
74897,8.87
85404,8.87
9147,56.99
122818,8.88
74808,28.88
76443,8.89
118158,8.89
17134,8.9
30112,83.65
51154,8.9
53658,212.89
80864,112.76
85273,8.9
92124,8.9
93554,8.9
107432,8.9
107686,8.9
110258,8.9
122412,8.9
123193,8.9
45226,8.91
96109,77.91
1424,8.94
32891,249.94
55208,128.94
60984,8.94
65322,68.43
110320,38.93
7500,8.95
11681,8.95
13170,8.95
22476,8.95
27300,8.95
30080,8.95
36584,8.95
40889,42.7
44938,33.95
47850,48.94
52894,8.95
58611,8.95
63903,8.95
68109,62.66
72438,61.02
76037,78.22
92171,66.09
95724,307.92
95823,8.95
96837,312.94
99737,18.94
105117,8.95
109842,8.95
110887,53.94
115904,8.95
116477,40.95
12189,8.96
17825,8.96
85899,112.96
101061,258.95
120247,8.96
120584,447.96
36739,8.97
119310,93.97
13383,42.98
17691,103.43
21354,137.98
26719,8.98
31840,28.97
35050,8.98
39046,8.98
49978,8.98
57386,8.98
60362,8.98
61873,8.98
62147,156.98
62660,43.98
68821,8.98
71649,8.98
72047,83.48
86941,123.97
88397,8.98
88833,8.98
90090,57.38
102553,132.93
104347,8.98
108604,8.98
114855,8.98
117175,21.05
123115,8.98
124975,8.98
265,117.98
1563,76.92
1823,8.99
6602,8.99
8904,138.99
9392,8.99
9741,132.91
10868,8.99
10930,187.46
11214,101.43
12018,8.99
12859,60.99
13628,58.99
13726,26.98
14231,8.99
15059,38.92
17488,8.99
17543,154.52
18041,47.99
18077,18.94
18227,8.99
18969,8.99
19711,233.98
20056,63.94
20285,8.99
21055,8.99
23136,8.99
23438,8.99
24861,269.35
24971,33.99
30453,28.76
32827,41.48
34361,8.99
36174,8.99
36816,8.99
37603,8.99
37690,8.99
38069,521.69
38115,8.99
38773,8.99
39374,8.99
40716,8.99
41105,36.99
42037,108.98
42453,72.4
46894,8.99
48846,8.99
49904,162.98
50821,158.38
51830,8.99
52624,8.99
56440,360.13
58080,195.86
59816,329.71
60011,18.99
60109,8.99
65734,8.99
67778,54.88
68660,28.98
70848,8.99
71485,8.99
73509,52.99
74099,46.99
74670,8.99
75759,135.31
76300,33.99
77994,113.99
78104,8.99
80306,8.99
80324,8.99
80387,8.99
81731,99.98
83012,8.99
84359,8.99
85022,28.97
85213,8.99
85549,166.97
85911,18.49
91406,134.99
91639,70.02
91739,8.99
92207,103.93
92491,157.97
92587,174.99
92611,8.99
95981,48.49
97109,101.98
97475,8.99
99038,8.99
102525,8.99
103660,98.99
104096,8.99
104332,8.99
104944,23.98
106332,451.49
107269,8.99
107519,166.98
107602,8.99
108298,123.99
109765,58.98
110390,8.99
110815,8.99
112026,8.99
112525,51.49
113377,8.99
114407,8.99
114779,103.47
117348,8.99
117964,46.72
122808,8.99
123796,22.98
1934,9.0
3581,23.0
3708,51.95
10498,127.0
11177,9.0
13353,9.0
14498,9.0
15732,21.5
21303,9.0
21541,9.0
32397,9.0
33646,9.0
33693,29.95
34777,73.99
37206,9.0
45834,9.0
51507,198.0
59705,9.0
60113,38.99
60626,107.0
63072,9.0
63618,9.0
65956,19.38
67064,9.0
73733,9.0
74126,9.0
77104,9.0
88055,123.0
89687,9.0
92055,49.0
95613,73.0
96556,9.0
96835,61.99
108592,102.0
109269,124.0
111307,75.99
112580,31.88
120119,269.0
120329,9.0
120828,9.0
123045,87.0
124775,56.17
51491,9.01
93082,43.99
100143,9.01
111411,54.37
118191,9.01
45208,9.03
58338,9.03
90849,9.03
110183,9.04
20093,29.04
39486,9.05
67881,9.05
111356,9.05
118008,9.05
122911,21.04
41073,9.06
42086,266.54
69772,9.06
92601,9.09
26913,9.11
27528,9.11
49460,75.76
52396,19.13
79957,9.11
7099,42.94
18147,9.12
21906,9.12
31979,29.12
40236,9.12
100983,9.12
14078,9.15
47263,9.15
88266,34.15
100357,135.38
16862,50.61
34625,9.16
40654,249.13
47782,9.16
68114,98.16
74883,29.46
13588,9.17
26819,9.17
42978,9.17
85335,9.17
5239,45.19
87777,45.19
108666,44.19
12348,9.25
61269,9.25
74542,9.25
8788,9.26
12523,9.26
33638,9.26
51848,34.26
58458,144.71
88898,9.26
22767,9.27
34115,23.25
35769,9.27
41895,19.26
42324,9.27
59295,9.27
76577,142.12
79219,9.27
92723,9.27
93509,9.27
106855,36.17
108217,23.67
116622,146.78
122153,107.27
18663,121.29
60999,64.3
99421,58.31
10994,9.32
39487,252.29
123341,26.28
124265,9.33
84885,42.33
93688,9.35
120309,9.35
14811,168.75
42553,9.36
46815,9.36
108368,177.32
928,9.38
12214,68.38
21719,115.13
35572,9.38
48207,9.38
50573,9.38
54934,26.37
59804,109.37
76862,76.34
101167,9.38
108762,9.38
110041,113.38
111145,118.28
111354,9.38
111937,99.32
111158,9.39
117762,40.33
8911,121.62
26334,9.41
61412,9.41
75429,9.41
89958,9.41
88788,23.44
92530,102.63
22096,9.45
80933,9.45
21249,9.47
35749,194.96
104996,205.45
64395,44.43
6591,44.46
35079,9.49
48055,9.49
50953,33.47
99408,103.31
106966,51.48
3006,9.5
8749,9.5
9077,9.5
9089,278.95
10812,9.5
13397,9.5
19233,9.5
23589,9.5
23793,9.5
27003,135.45
30708,36.45
31457,9.5
32113,339.28
33862,9.5
51919,9.5
52448,9.5
54440,64.45
59956,9.5
62465,51.5
63513,9.5
65512,54.48
65846,9.5
72661,239.49
73279,9.5
74757,157.5
79739,9.5
80339,318.37
80700,9.5
94501,116.83
95389,9.5
99227,112.63
101433,66.1
103697,178.5
105563,9.5
110700,9.5
119930,46.49
17722,9.51
63116,9.51
556,9.55
1970,9.55
37352,9.55
79126,63.55
9078,87.48
49902,167.56
53726,57.54
55240,9.56
61185,9.56
62803,124.68
62983,9.56
63599,32.56
68883,9.56
72621,9.56
78081,9.56
87927,220.27
93222,110.04
114103,29.55
48831,158.57
49427,9.57
94345,9.57
20361,66.27
43426,9.58
51464,9.58
55069,361.58
103586,28.58
108223,9.58
114730,9.58
123468,26.57
45235,9.59
66535,54.54
78049,43.64
78227,39.58
101898,9.59
106433,9.59
120435,9.59
61540,9.6
70589,219.6
100533,34.55
88984,9.61
98299,34.61
80573,84.21
104348,9.63
124572,9.65
40597,9.66
52443,29.65
73432,203.21
78318,148.63
96083,44.64
120706,80.11
120959,120.15
27233,200.67
45492,161.65
121888,9.67
39411,184.29
82718,89.69
89857,9.7
73961,409.72
77152,128.67
82765,164.72
98073,59.6
41570,9.73
1181,9.75
12495,9.75
37521,9.75
66462,32.73
93112,9.75
100698,9.75
101498,9.75
108866,9.75
6898,70.91
39206,9.77
5270,9.78
47621,34.76
54451,167.77
63023,9.78
79732,405.78
4177,9.79
6546,218.69
84683,62.74
100341,129.93
109257,9.79
118362,9.79
18289,99.78
44682,9.81
111234,9.81
123460,9.81
72011,9.82
75464,141.82
63837,9.83
109935,144.82
121034,110.82
122849,9.84
60446,85.92
11215,87.87
17857,9.87
106141,112.81
19359,9.88
38679,9.88
69782,80.65
96051,9.88
121611,9.88
6166,34.89
58856,9.89
65453,9.89
294,155.22
2197,9.9
23712,9.9
24049,9.9
30299,28.62
42525,227.9
46923,9.9
50429,222.39
52772,154.85
53287,58.81
55977,9.9
62663,9.9
63542,9.9
78777,9.9
79953,198.89
83700,9.9
94452,279.29
104879,41.88
115298,267.9
122596,9.9
2017,9.91
113703,41.9
28331,299.85
49522,9.92
86863,9.92
95363,34.42
42451,115.77
10446,9.94
2232,84.89
2912,34.94
8592,9.95
9350,29.95
9666,9.95
12319,140.76
13232,9.95
13608,218.94
14998,77.92
16437,97.94
21731,9.95
21939,57.14
22277,297.95
23568,124.54
23641,28.25
24100,20.07
25223,9.95
27056,9.95
27455,9.95
28338,19.94
29307,109.94
36263,9.95
38021,34.95
38203,63.8
38559,9.95
42422,345.96
45860,127.39
47735,79.92
49871,9.95
49883,99.87
52505,89.95
53769,9.95
54712,9.95
55502,9.95
58392,9.95
59419,9.95
61567,24.9
64209,69.89
64747,41.95
64874,83.95
65623,9.95
67321,34.93
68023,34.95
68279,68.95
68979,24.45
69972,100.0
71474,34.95
73396,9.95
73740,214.95
74043,25.32
76418,250.9
78793,43.7
80615,9.95
82681,108.42
82988,9.95
83379,9.95
84564,44.94
85310,9.95
87298,9.95
88539,47.94
89594,9.95
90279,71.46
90584,9.95
91198,9.95
93678,270.33
94453,9.95
94767,9.95
97269,25.85
97727,9.95
98044,9.95
98373,9.95
99206,98.6
100304,157.95
100605,91.83
100614,69.93
106681,9.95
106773,119.25
109744,9.95
110655,113.03
112532,9.95
113555,9.95
118634,9.95
120315,78.9
120422,24.95
120476,9.95
121243,250.84
124030,9.95
9354,73.91
68002,221.95
78029,9.96
86580,39.91
94028,103.95
109987,9.96
3483,70.93
4823,9.97
52553,9.97
55492,9.97
63534,9.97
70713,9.97
84587,49.92
85829,9.97
93111,9.97
97580,9.97
117975,9.97
70477,9.98
96921,42.97
717,67.99
900,337.23
1091,172.39
1668,9.99
2032,9.99
2621,64.99
2644,9.99
3191,9.99
6144,172.94
6850,228.94
7154,9.99
8229,42.84
8336,103.94
8694,9.99
9515,9.99
10421,38.99
10588,47.25
10752,9.99
11635,9.99
12573,9.99
12867,48.93
12990,9.99
13751,44.98
13893,307.97
14346,63.02
14380,9.99
14381,9.99
14685,9.99
15296,9.99
15745,74.99
15993,9.99
16159,37.94
17254,22.98
17596,39.99
18194,9.99
18651,9.99
19390,9.99
20296,149.98
20467,147.84
20590,9.99
20700,9.99
21429,9.99
22083,358.99
22657,9.99
23942,9.99
23988,9.99
25121,64.99
26965,39.98
26968,9.99
27172,9.99
27991,9.99
27992,39.98
28537,34.99
30405,9.99
32888,125.78
33287,283.41
33409,9.99
33733,209.09
34010,64.99
34534,9.99
35289,34.99
35621,117.99
35673,59.98
36514,9.99
38151,9.99
38162,284.99
38781,9.99
39242,9.99
39246,34.99
39364,9.99
41348,57.99
41853,9.99
44016,9.99
44193,84.99
44331,67.19
44522,9.99
44660,9.99
44964,26.99
46383,9.99
46596,279.41
47073,9.99
47503,219.99
47727,60.45
47745,117.8
48607,9.99
48791,9.99
49167,180.97
50243,200.49
50330,35.98
52378,75.89
52606,119.94
53044,309.99
53458,9.99
54056,106.98
55828,36.94
56847,9.99
57169,9.99
57214,9.99
57420,207.99
57684,9.99
57831,179.46
58366,373.98
59301,9.99
59448,9.99
59522,99.97
60164,9.99
60210,9.99
60310,9.99
60515,129.44
63096,9.99
63279,115.97
63308,9.99
63642,9.99
63937,9.99
66011,107.92
66832,41.99
67532,9.99
67598,9.99
68183,37.71
68520,39.98
68672,9.99
69087,9.99
71070,24.2
71176,9.99
71547,67.44
71868,9.99
71899,9.99
72038,99.98
74265,9.99
74727,109.98
75229,9.99
76038,21.03
77195,9.99
78704,9.99
79221,9.99
79512,9.99
79835,9.99
81452,9.99
81787,9.99
82448,411.45
82744,29.98
82769,105.26
84169,9.99
84313,9.99
85960,9.99
85987,64.99
86482,9.99
86810,9.99
86901,37.98
88769,9.99
90045,9.99
91526,9.99
91834,31.99
92024,69.99
93476,9.99
94221,9.99
95486,9.99
96858,49.98
98241,78.99
99042,21.11
100076,9.99
100085,29.98
100216,379.99
100711,103.98
101502,9.99
102648,9.99
103375,35.99
103647,9.99
104828,9.99
107296,321.89
107808,9.99
108164,166.24
108562,59.99
109829,54.98
109890,86.99
111725,164.23
111800,9.99
112071,104.79
112389,76.98
112721,9.99
112927,9.99
113375,184.22
113591,52.73
114574,9.99
116020,9.99
116023,412.93
116397,9.99
116754,9.99
116783,9.99
116935,33.98
117303,9.99
117491,9.99
117663,9.99
117687,9.99
118775,9.99
118889,9.99
119078,39.14
120524,9.99
120550,142.38
120675,9.99
121056,9.99
121063,9.99
121116,49.99
124365,9.99
124542,143.03
484,10.0
532,139.5
735,10.0
971,93.95
2105,10.0
2589,10.0
2707,10.0
3668,10.0
4340,10.0
4906,10.0
5381,10.0
5393,53.76
6342,25.0
6764,10.0
7708,36.59
7732,21.92
8145,32.0
9531,10.0
10088,104.0
10248,10.0
11404,103.99
11428,10.0
11685,48.43
11997,10.0
12471,10.0
13151,10.0
13279,10.0
13551,121.49
13664,32.99
13670,149.95
13812,104.5
13979,52.0
16083,44.0
16318,10.0
16965,29.99
18049,26.0
18761,249.4
19263,37.94
19866,170.3
20736,66.86
21141,164.0
21318,22.98
21405,10.0
21577,696.99
22947,10.0
24099,10.0
25522,10.0
25727,10.0
26063,139.13
27847,10.0
28429,10.0
28615,144.99
