user_id,orders_per_customer
23273,3
79848,3
88901,3
11897,3
38039,3
70013,3
51142,3
91254,3
81490,3
2534,3
86290,3
5218,3
68529,3
67732,3
55131,3
84739,3
72287,3
72372,3
79428,3
92741,3
15032,3
1056,3
8090,3
97871,3
70434,3
77031,3
13452,3
21251,3
47883,3
57942,3
59393,3
41346,3
50549,3
1183,3
53905,3
24121,3
39593,3
74035,3
23830,3
42568,2
96699,2
71005,2
69516,2
60109,2
59049,2
55043,2
36829,2
89860,2
8905,2
3704,2
45361,2
35817,2
30854,2
17772,2
40546,2
99979,2
37323,2
70878,2
63885,2
53026,2
85718,2
63042,2
63024,2
60489,2
62619,2
55482,2
53173,2
42075,2
41636,2
38021,2
68907,2
70714,2
71095,2
30887,2
6871,2
75740,2
77404,2
80359,2
25431,2
84222,2
20789,2
8272,2
89207,2
98390,2
87215,2
83732,2
80253,2
71870,2
52744,2
52605,2
39768,2
26112,2
6670,2
24403,2
21313,2
51080,2
8950,2
59005,2
2455,2
96207,2
86143,2
56285,2
83501,2
46721,2
31182,2
29282,2
1804,2
22914,2
51830,2
95578,2
87081,2
83267,2
56422,2
82337,2
60633,2
98743,2
51385,2
88687,2
49729,2
49390,2
49338,2
36406,2
42777,2
56101,2
34286,2
33477,2
30412,2
26849,2
29466,2
25411,2
19323,2
40028,2
19063,2
15169,2
61082,2
14799,2
14283,2
8900,2
4333,2
30548,2
58899,2
65258,2
73533,2
96096,2
19592,2
94569,2
76000,2
34454,2
29469,2
1290,2
98580,2
53913,2
27619,2
91517,2
19915,2
56591,2
77035,2
96173,2
24334,2
84608,2
39519,2
79734,2
75260,2
60260,2
30466,2
96279,2
41823,2
60151,2
82295,2
27945,2
23996,2
95954,2
96442,2
12428,2
11658,2
91931,2
83479,2
23725,2
12885,2
77638,2
89542,2
1038,2
62788,2
5131,2
87934,2
48470,2
6073,2
39417,2
18232,2
20707,2
14596,2
61064,2
82199,2
49755,2
33507,2
61343,2
18804,2
59515,2
68651,2
5625,2
77112,2
57235,2
47232,2
71305,2
85993,2
70853,2
96014,2
91438,2
90148,2
78702,2
1651,2
73294,2
58399,2
55201,2
49878,2
14029,2
11626,2
99650,2
98749,2
98285,2
94836,2
81994,2
75382,2
7725,2
70296,2
59498,2
55739,2
36735,2
38154,2
39576,2
54800,2
44416,2
53472,2
41922,2
37147,2
86209,2
33976,2
95608,2
96080,2
25618,2
13792,2
12229,2
60233,2
5453,2
83476,2
81146,2
80619,2
40265,2
5988,2
28580,2
52628,2
17621,2
21470,2
84038,2
30477,2
47472,2
49483,2
80560,2
341,2
10220,2
77381,2
8850,2
76449,2
77059,2
66244,2
49840,2
46107,2
33308,2
32473,2
6830,2
18926,2
14769,2
7749,2
862,2
8251,2
767,2
12451,2
14003,2
87145,2
40220,2
38649,2
14729,2
83223,2
96464,2
91058,2
5746,2
98003,2
94465,2
69359,2
61209,2
24912,2
50268,2
27110,2
27975,2
48401,2
44002,2
40868,2
35572,2
24906,2
14497,2
36606,2
50409,2
28920,2
11885,2
44922,2
74843,2
99793,2
99526,2
87922,2
85447,2
80296,2
76094,2
75646,2
52537,2
21995,2
49532,2
37379,2
15919,2
15634,2
63351,2
13476,2
10600,2
65322,2
66073,2
47432,2
47184,2
98741,2
57455,2
20840,2
21291,2
96098,2
80751,2
77483,2
80455,2
17853,2
13102,2
16148,2
3660,2
83700,2
83709,2
32919,2
84746,2
75024,2
79151,2
53196,2
95399,2
56865,2
48297,2
92094,2
36960,2
34385,2
26381,2
95854,2
97134,2
23089,2
18738,2
16114,2
15763,2
7877,2
13274,2
7507,2
26087,2
4535,2
99581,2
95837,2
93745,2
16871,2
92785,2
83975,2
74872,2
72182,2
26769,2
9184,2
67376,2
64391,2
57824,2
78025,2
53657,2
52887,2
45700,2
87069,2
90609,2
42148,2
14925,2
32110,2
26271,2
56993,2
23362,2
19975,2
17187,2
10304,2
8856,2
8795,2
7564,2
5591,2
4809,2
4469,2
2566,2
58450,2
620,2
80552,2
95711,2
631,2
68632,2
50087,2
25602,2
22111,2
68731,2
96493,2
32598,2
30817,2
4595,2
73326,2
71724,2
55361,2
76070,2
26928,2
44594,2
41790,2
40236,2
37709,2
18657,2
93475,2
18010,2
66165,2
10631,2
47652,2
29796,2
14975,2
99827,2
59309,2
49800,2
48655,2
47473,2
17718,2
22338,2
1878,2
80688,2
31334,2
27511,2
51612,2
93388,2
85118,2
35565,2
61416,2
90781,2
85469,2
94947,2
31948,2
58975,2
79888,2
82935,2
98803,2
375,2
41672,2
44919,2
78521,2
77793,2
72254,2
77918,2
68275,2
68180,2
66498,2
58422,2
53702,2
96201,2
23247,2
53242,2
4157,2
47617,2
13787,2
30081,2
13559,2
5758,2
1917,2
12246,2
56854,2
87554,2
19180,2
59643,2
68078,2
97519,2
3197,2
99493,2
94794,2
87958,2
74861,2
94780,2
7598,2
62354,2
2184,2
32408,2
69750,2
6113,2
95053,2
15490,2
95894,2
54674,2
10485,2
85420,2
14454,2
59448,2
10318,2
74320,2
86063,2
72973,2
45434,2
38999,2
91416,2
70640,2
88591,2
84227,2
80471,2
62469,2
49717,2
40013,2
34850,2
31146,2
44263,2
29754,2
47941,2
25499,2
72992,2
22829,2
18229,2
8802,2
59013,2
46288,2
84819,2
33665,2
87575,2
84530,2
96052,2
96698,2
36996,2
2271,2
64622,2
26191,2
49084,2
93090,2
99613,2
97766,2
88410,2
86101,2
85107,2
80998,2
77066,2
876,2
76734,2
1269,2
75124,2
74136,2
72936,2
4897,2
83293,2
65172,2
63199,2
61468,2
47499,2
45799,2
38625,2
28903,2
23036,2
17867,2
13957,2
22003,2
22363,2
7187,2
7041,2
1145,2
97112,2
68479,2
38493,2
97973,2
59018,2
1313,2
39553,2
55267,2
32060,2
34241,2
51157,2
49727,2
44916,2
37971,2
21575,2
19712,2
85982,2
46844,2
46917,2
99096,2
95952,2
95154,2
93760,2
87748,2
88920,2
81464,2
88770,2
51152,2
76156,2
52128,2
63039,2
61499,2
60157,2
59800,2
55308,2
53649,2
40576,2
60512,2
38632,2
31644,2
16240,2
97900,2
95628,2
68210,2
69349,2
26804,2
87080,2
84594,2
57790,2
73133,2
77235,2
66650,2
56962,2
54628,2
43759,2
41914,2
84738,2
39814,2
49552,2
38961,2
38329,2
38322,2
38223,2
28992,2
94899,2
95926,2
96121,2
24103,2
23664,2
18001,2
17873,2
15889,2
13503,2
12842,2
9237,2
2745,2
92136,2
31517,2
20019,2
14636,2
78197,2
17504,2
51274,2
19368,2
87735,2
81162,2
49080,2
33201,2
34993,2
45482,2
30721,2
83924,2
27070,2
11314,2
11581,2
96765,2
93258,2
89535,2
87613,2
86281,2
71761,2
61936,2
61794,2
44722,2
39817,2
21184,2
20291,2
18352,2
16816,2
16696,2
15859,2
7499,2
74779,2
5874,2
56031,2
11584,2
38752,2
77989,2
50963,2
11631,2
84324,2
96942,2
57791,2
95640,2
98675,2
70247,2
96860,2
37847,2
69679,2
32228,2
1563,2
95109,2
97838,2
26048,2
9633,2
73386,2
58255,2
44414,2
30732,2
91737,2
11872,2
86583,2
30006,2
64510,2
77293,2
57703,2
51006,2
40475,2
36674,2
33480,2
16969,2
3468,2
1554,2
99318,2
78653,2
95276,2
84808,2
76161,2
42956,2
18843,2
76085,2
31464,2
99058,2
61071,2
41387,2
3977,2
3574,2
83,2
31450,2
93592,2
91863,2
88405,2
81867,2
76351,2
65129,2
60298,2
60160,2
58884,2
45421,2
41656,2
44051,2
40410,2
31732,2
29300,2
28011,2
21941,2
3811,2
16931,2
11967,2
11972,2
16909,2
10577,2
5721,2
39393,2
4183,2
44126,2
99225,2
97660,2
58248,2
90330,2
80694,2
52780,2
83235,2
30502,2
28461,2
24199,2
16976,2
60883,2
53860,2
42180,2
90109,2
22781,2
55376,2
14559,2
51951,2
48332,2
38763,2
20037,2
47984,2
95896,2
93334,2
60028,2
58145,2
54797,2
32576,2
51209,2
38529,2
78894,2
39587,2
34926,2
81577,2
58555,2
17164,2
11489,2
1084,2
47736,2
22806,2
51113,2
48283,2
79792,2
13745,2
77833,2
35628,2
48188,2
94003,2
99275,2
90708,2
89408,2
81559,2
75332,2
17080,2
74732,2
69112,2
68548,2
64641,2
96051,2
60706,2
59806,2
90979,2
55982,2
53392,2
47285,2
93009,2
41515,2
33364,2
33334,2
46014,2
30889,2
44037,2
20365,2
68501,2
11702,2
10376,2
75784,2
99899,2
78989,2
94514,2
92674,2
91920,2
90653,2
87584,2
86476,2
84810,2
84768,2
64389,2
81440,2
84170,2
34500,2
81403,2
75427,2
82135,2
17170,2
17512,2
69907,2
68689,2
68457,2
56095,2
67780,2
67670,2
66427,2
63687,2
63542,2
62346,2
56786,2
55823,2
32244,2
34904,2
54380,2
53127,2
53051,2
79269,2
50492,2
43351,2
42624,2
34579,2
34195,2
33900,2
7378,2
33468,2
32688,2
32179,2
28585,2
2499,2
3063,2
26496,2
24798,2
24705,2
9938,2
24591,2
80663,2
19740,2
18516,2
18394,2
15281,2
15218,2
9125,2
46777,2
6941,2
6394,2
60433,2
12967,2
1493,2
97345,2
50643,2
34897,2
22543,2
85354,2
239,2
98525,2
61227,2
82486,2
70666,2
60484,2
37606,2
32310,2
84794,2
27730,2
26765,2
25112,2
13934,2
12443,2
5436,2
98919,2
93112,2
76187,2
38759,2
68839,2
99824,2
87020,2
58220,2
55746,2
58599,2
97985,2
4454,2
4712,2
93638,2
9289,2
84609,2
45982,2
24965,2
4528,2
36105,2
1910,2
87375,2
84688,2
29691,2
68376,2
83445,2
98943,2
82294,2
70572,2
64529,2
55904,2
18908,2
52540,2
47140,2
6378,2
9861,2
7069,2
95969,2
60919,2
10706,2
15554,2
97616,2
62765,2
26484,2
13610,2
13841,2
14134,2
49002,2
62749,2
30542,2
71164,2
18071,2
19341,2
36181,2
21992,2
22368,2
29544,2
77511,2
57152,2
47271,2
39572,2
86793,2
27784,2
23144,2
28669,2
77827,2
79425,2
77132,2
96871,2
95666,2
90715,2
84751,2
79837,2
34139,2
78398,2
67122,2
74062,2
35492,2
69106,2
65361,2
99988,2
62342,2
61625,2
44569,2
45193,2
45212,2
61358,2
61285,2
57275,2
55231,2
50195,2
49724,2
49291,2
46964,2
44749,2
31781,2
57004,2
24095,2
15618,2
11271,2
69947,2
10487,2
34963,2
86656,2
73881,2
59470,2
57443,2
69948,2
39812,2
34814,2
28385,2
27558,2
20608,2
76269,2
13225,2
12556,2
69076,2
4224,2
82510,2
81806,2
41960,2
32535,2
784,2
42939,2
14657,2
69154,2
20454,2
5533,2
827,2
70146,2
61565,2
41768,2
92851,2
1075,2
19026,2
8043,2
40155,2
39956,2
99919,2
48388,2
1681,2
81902,2
4337,2
80134,2
12059,2
61048,2
47811,2
97805,2
97451,2
85132,2
67912,2
23207,2
24345,2
24354,2
50857,2
41541,2
37831,2
35647,2
34767,2
27663,2
35776,2
97007,2
23107,2
14996,2
81711,2
46532,2
73574,2
65862,2
50635,2
48915,2
48789,2
45775,2
24254,2
56280,2
21468,2
57482,2
19330,2
9124,2
98220,2
3035,2
85153,2
71403,2
20831,2
55385,2
53142,2
79491,2
43135,2
31226,2
33749,2
28517,2
26598,2
28770,2
97088,2
7650,2
4846,2
29964,2
61023,2
31043,2
60621,2
13094,2
60820,2
83322,2
28126,2
4829,2
80073,2
38436,2
52261,2
51419,2
69121,2
97538,2
97367,2
37736,2
89244,2
1388,2
56462,2
85777,2
6023,2
94125,2
84389,2
81828,2
74464,2
73239,2
27364,2
32169,2
67623,2
64505,2
60913,2
55427,2
38327,2
54202,2
52165,2
52127,2
51049,2
49587,2
34417,2
48733,2
45525,2
37724,2
36779,2
47657,2
79349,2
35204,2
64167,2
24416,2
10152,2
154,2
63666,2
84114,2
60030,2
26712,2
57972,2
21053,2
20653,2
42397,2
46627,2
27016,2
23737,2
90689,2
84360,2
41194,2
95074,2
14897,2
92911,2
59257,2
39278,2
38548,2
48725,2
35395,2
33389,2
29418,2
94509,2
54414,2
10141,2
85157,2
4182,2
80274,2
16200,2
46444,2
37366,2
15800,2
87749,2
36156,2
99276,2
67074,2
98763,2
98738,2
48621,2
97993,2
97929,2
96915,2
50680,2
34185,2
90461,2
95512,2
32679,2
95497,2
31369,2
93028,2
7809,2
92918,2
92828,2
92213,2
40568,2
45577,2
62630,2
92510,2
92452,2
92048,2
50019,2
90754,2
90209,2
89765,2
88679,2
7313,2
39535,2
88589,2
86807,2
86730,2
30599,2
33724,2
35091,2
86263,2
85737,2
84797,2
48054,2
83951,2
58157,2
83889,2
83870,2
83546,2
83294,2
83207,2
83172,2
82910,2
3582,2
2673,2
82057,2
81201,2
96802,2
97385,2
80984,2
78652,2
78207,2
77815,2
77647,2
56533,2
75656,2
75496,2
75172,2
75077,2
74690,2
74461,2
73764,2
90670,2
73097,2
72764,2
72480,2
71990,2
7442,2
52764,2
69841,2
69793,2
69658,2
69575,2
2435,2
16705,2
69179,2
69077,2
68334,2
68141,2
67836,2
67182,2
66578,2
66228,2
65761,2
48891,2
50342,2
50982,2
64940,2
64937,2
64883,2
64582,2
89531,2
28492,2
63842,2
87760,2
63212,2
60317,2
31532,2
60271,2
59843,2
58242,2
52856,2
56492,2
56325,2
56269,2
55888,2
96655,2
54854,2
54017,2
53963,2
53405,2
53053,2
51416,2
51109,2
51017,2
49636,2
48772,2
48751,2
12983,2
15453,2
48390,2
27438,2
48215,2
47797,2
82052,2
92764,2
47292,2
47207,2
33299,2
47106,2
34547,2
46770,2
49203,2
78222,2
92584,2
45230,2
44831,2
44760,2
64112,2
43333,2
16461,2
42414,2
95334,2
42140,2
19397,2
42065,2
61506,2
3459,2
41932,2
41424,2
40986,2
63642,2
40833,2
93915,2
40189,2
99760,2
39498,2
39383,2
39302,2
39164,2
31582,2
38721,2
38694,2
38653,2
38392,2
37641,2
58557,2
8735,2
69433,2
35791,2
35604,2
74702,2
35263,2
33259,2
33217,2
33189,2
32985,2
32686,2
94997,2
10339,2
32566,2
32524,2
32061,2
30853,2
30213,2
29650,2
29522,2
27790,2
27124,2
27103,2
26248,2
25118,2
19986,2
2554,2
24231,2
24196,2
22697,2
6716,2
9104,2
22475,2
21799,2
21332,2
21242,2
21016,2
20279,2
20970,2
20511,2
19653,2
24101,2
19632,2
18339,2
17309,2
29640,2
16739,2
15862,2
15796,2
15315,2
14627,2
36096,2
13852,2
13804,2
13391,2
24761,2
12169,2
11980,2
11958,2
11342,2
10937,2
10896,2
42906,2
43582,2
10732,2
9261,2
9166,2
8987,2
8847,2
8011,2
6010,2
5613,2
3970,2
3287,2
2972,2
2342,2
59070,2
2163,2
1502,2
61394,2
905,2
99873,2
92515,2
90872,2
89003,2
87102,2
85258,2
84161,2
83106,2
70360,2
36514,2
72969,2
32674,2
68708,2
67640,2
78941,2
66761,2
61803,2
59390,2
58495,2
56856,2
55680,2
89909,2
53983,2
49047,2
37205,2
48156,2
47718,2
44934,2
43068,2
95599,2
36705,2
35459,2
20755,2
19430,2
44131,2
66448,2
1941,2
73723,2
88095,2
4541,2
80877,2
74339,2
58603,2
48508,2
43457,2
20944,2
88759,2
44295,2
29179,2
99315,2
88267,2
76405,2
79569,2
79359,2
78523,2
59644,2
57686,2
43712,2
49904,2
36928,2
2875,2
82572,2
26771,2
22275,2
98824,2
29758,2
6883,2
39676,2
10906,2
78801,2
72074,2
81536,2
16869,2
10082,2
53872,2
97652,2
11243,2
86136,2
84601,2
78974,2
44889,2
27761,2
4162,2
26133,2
72073,2
60765,2
730,2
17278,2
75576,2
19090,2
18186,2
9070,2
99099,2
20827,2
98084,2
97644,2
97233,2
94098,2
94054,2
90359,2
89853,2
89834,2
88006,2
87214,2
85935,2
83542,2
79911,2
75685,2
74041,2
25450,2
73000,2
84710,2
72870,2
72455,2
72160,2
75126,2
70415,2
66667,2
65090,2
28810,2
59726,2
29182,2
29285,2
54547,2
54450,2
30100,2
30175,2
54119,2
51937,2
49946,2
33262,2
33408,2
48876,2
40097,2
34282,2
39049,2
35905,2
37067,2
32774,2
37922,2
27802,2
39889,2
96378,2
24066,2
23155,2
41557,2
41584,2
19692,2
15158,2
13582,2
8646,2
1425,2
43815,2
7716,2
6065,2
1844,2
45551,2
97746,2
86565,2
43433,2
80300,2
77854,2
77538,2
74676,2
62657,2
61513,2
58847,2
57033,2
54269,2
55315,2
50910,2
20962,2
81441,2
56827,2
91249,2
33329,2
83117,2
83008,2
88800,2
88012,2
61658,2
64460,2
60815,2
56913,2
45864,2
63680,2
32140,2
34867,2
64643,2
17524,2
20335,2
88356,2
66181,2
1475,2
38294,2
35166,2
33728,2
88891,2
74888,2
79567,2
23904,2
5584,2
2327,2
70798,2
19503,2
17816,2
86265,2
26793,2
12352,2
10845,2
60193,2
74679,2
2995,2
96932,2
91125,2
75670,2
88909,2
87010,2
73789,2
16408,2
77727,2
38616,2
55253,2
78735,2
42863,2
35596,2
30327,2
28842,2
84803,2
27968,2
16042,2
5393,2
88275,2
89033,2
94799,2
80150,2
85340,2
90238,2
90455,2
84519,2
80035,2
79701,2
65536,2
64309,2
54631,2
52779,2
48343,2
30106,2
35003,2
97299,2
90026,2
98688,2
99205,2
99377,2
83081,2
53348,2
27724,2
11366,2
3202,2
11667,2
6792,2
67736,2
54870,2
48928,2
6936,2
14607,2
14091,2
18922,2
86542,2
9482,2
9812,2
54035,2
55541,2
13727,2
75224,2
17028,2
95052,2
50996,2
49905,2
48922,2
42402,2
49879,2
17643,2
69554,2
31250,2
18894,2
51307,2
70145,2
21028,2
4674,2
64041,2
64833,2
63572,2
22911,2
89587,2
17950,2
40243,2
66197,2
26718,2
14782,2
8522,2
99898,2
38950,2
95977,2
27283,2
88087,2
82364,2
60931,2
71136,2
69791,2
60140,2
59587,2
32695,2
58680,2
56464,2
33574,2
55799,2
53807,2
43851,2
39093,2
36822,2
36028,2
35257,2
22273,2
38125,2
21656,2
89065,2
20947,2
15207,2
6505,2
1513,2
62087,2
98009,2
84701,2
81999,2
78280,2
74883,2
74430,2
66001,2
57991,2
57885,2
53647,2
49261,2
45651,2
51197,2
45084,2
77998,2
31503,2
23421,2
22232,2
18261,2
15289,2
15274,2
11092,2
9048,2
40941,2
10348,2
95339,2
74646,2
59213,2
60023,2
73113,2
46111,2
62293,2
60835,2
5423,2
21276,2
62983,2
38756,2
20824,2
81311,2
80521,2
70763,2
61444,2
48901,2
18199,2
65717,2
17905,2
90013,2
84713,2
70207,2
94737,2
85143,2
71419,2
72056,2
72065,2
63733,2
63341,2
14004,2
61817,2
34067,2
48131,2
837,2
95985,2
80045,2
84441,2
80475,2
81213,2
81374,2
33718,2
80066,2
59412,2
91830,2
90564,2
90509,2
83925,2
83568,2
71580,2
40355,2
63294,2
90388,2
60522,2
45341,2
45311,2
40196,2
39251,2
33041,2
26056,2
25423,2
96067,2
22002,2
93940,2
18790,2
17071,2
16818,2
98704,2
15876,2
9618,2
84384,2
4548,2
51710,2
83905,2
78302,2
97468,2
93306,2
49472,2
72238,2
36784,2
27978,2
23877,2
6016,2
4055,2
72263,2
60739,2
57869,2
40641,2
1054,2
38646,2
27088,2
22517,2
35656,2
68267,2
81510,2
91616,2
76231,2
64387,2
63657,2
1637,2
92114,2
41501,2
1913,2
93675,2
82517,2
79762,2
48447,2
78718,2
35609,2
84007,2
53179,2
78188,2
78064,2
75119,2
75363,2
67109,2
66642,2
65395,2
61627,2
58818,2
57500,2
57148,2
14056,2
87679,2
88736,2
49013,2
48284,2
47146,2
46389,2
38502,2
60491,2
35203,2
34270,2
77708,2
60780,2
32167,2
26894,2
23314,2
20598,2
18898,2
15062,2
12024,2
4456,2
43827,2
1085,2
98648,2
98504,2
55689,2
97812,2
77455,2
93660,2
93284,2
6226,2
90641,2
88175,2
87882,2
85444,2
1843,2
84345,2
83796,2
12388,2
83137,2
83035,2
80282,2
80027,2
79502,2
79180,2
31577,2
76019,2
74207,2
60606,2
72598,2
72409,2
71983,2
69935,2
69295,2
68960,2
68437,2
68092,2
67499,2
66261,2
66172,2
64868,2
64228,2
62710,2
62571,2
61303,2
60908,2
60076,2
76008,2
58531,2
58154,2
57629,2
57624,2
56600,2
56455,2
55487,2
55378,2
55290,2
54389,2
50396,2
50363,2
96214,2
52491,2
49324,2
48713,2
48591,2
48259,2
47775,2
46885,2
41553,2
41011,2
40258,2
39752,2
38486,2
37056,2
36843,2
35414,2
30386,2
29655,2
27093,2
52742,2
26435,2
24862,2
22311,2
21602,2
19185,2
15993,2
65227,2
88075,2
13759,2
43070,2
14979,2
13270,2
12624,2
12151,2
7231,2
8221,2
88930,2
7796,2
5714,2
5649,2
4646,2
4306,2
81140,2
2416,2
15076,2
2167,2
60395,2
49104,2
12387,2
55216,2
9323,2
77595,2
98582,2
97235,2
16343,2
94648,2
87976,2
9955,2
79593,2
21648,2
49053,2
42346,2
41513,2
38001,2
27312,2
17131,2
69084,2
17636,2
11961,2
11532,2
72953,2
11316,2
9001,2
8359,2
4349,2
886,2
82089,2
89854,2
88452,2
83638,2
72191,2
32495,2
15512,2
1704,2
73693,2
95567,2
72427,2
93972,2
6525,2
66715,2
63801,2
31682,2
60083,2
278,2
57371,2
35934,2
75561,2
97528,2
58923,2
77441,2
75416,2
86951,2
72510,2
22122,2
3544,2
65372,2
81617,2
31383,2
70754,2
48117,2
6600,2
15349,2
80032,2
79842,2
68737,2
75440,2
75981,2
51390,2
98119,2
77090,2
71251,2
66340,2
92320,2
62955,2
49430,2
44030,2
33667,2
24642,2
83466,2
17002,2
15576,2
15509,2
91923,2
97689,2
88630,2
84997,2
73627,2
70206,2
66762,2
93672,2
92724,2
63067,2
41141,2
40353,2
35074,2
22579,2
22231,2
6334,2
5915,2
3968,2
46323,2
12997,2
12237,2
48482,2
95031,2
3393,2
80438,2
75962,2
61739,2
48011,2
31594,2
26971,2
12839,2
8398,2
11751,2
12803,2
73753,2
26139,2
67880,2
8999,2
99459,2
58106,2
60894,2
40537,2
40402,2
89551,2
95403,2
64245,2
21902,2
54466,2
36011,2
30662,2
27177,2
83373,2
9223,2
33461,2
1318,2
36834,2
33004,2
47398,2
58484,2
34387,2
39855,2
30271,2
91373,2
36698,2
89030,2
88191,2
53152,2
83448,2
83201,2
74367,2
47516,2
56473,2
63274,2
65387,2
61766,2
61136,2
59229,2
52103,2
51682,2
50479,2
50323,2
49672,2
49610,2
46738,2
73600,2
45149,2
44325,2
43636,2
42302,2
41489,2
41311,2
78680,2
40051,2
39041,2
38101,2
83652,2
33883,2
32409,2
30022,2
26079,2
76543,2
22495,2
16166,2
91624,2
11704,2
9063,2
5221,2
95819,2
5097,2
1541,2
96874,2
96642,2
94934,2
94764,2
89844,2
89676,2
88266,2
77244,2
78503,2
66600,2
64749,2
63367,2
61226,2
37474,2
59452,2
57014,2
55272,2
55124,2
93058,2
45911,2
41737,2
38727,2
31728,2
18550,2
70407,2
39376,2
15759,2
13876,2
12912,2
90706,2
12538,2
10047,2
7940,2
57408,2
622,2
35390,2
56804,2
9749,2
8088,2
70808,2
97362,2
95676,2
78358,2
72477,2
68560,2
68065,2
65355,2
29578,2
27762,2
24997,2
12567,2
7486,2
72467,2
98289,2
42577,2
86102,2
79228,2
53655,2
27297,2
90882,2
65431,2
55956,2
70991,2
76918,2
69825,2
86957,2
56486,2
57204,2
98804,2
90738,2
43125,2
33064,2
38380,2
33367,2
75435,2
95271,2
7698,2
53107,2
9639,2
36089,2
18685,2
72873,2
59399,2
43519,2
90694,2
48202,2
81916,2
21384,2
34330,2
3687,2
20176,2
59056,2
58955,2
76889,2
26245,2
62569,2
96784,2
91096,2
73492,2
73251,2
70497,2
64859,2
57105,2
49301,2
36382,2
27882,2
25479,2
97749,2
71231,2
69010,2
71540,2
67493,2
61182,2
59435,2
97581,2
59193,2
56340,2
55558,2
53719,2
31625,2
28168,2
94466,2
21495,2
21373,2
17359,2
12191,2
7577,2
4678,2
690,2
9886,2
94420,2
8040,2
99417,2
61935,2
9177,2
19539,2
11588,2
93991,2
52811,2
36768,2
12770,2
9803,2
5353,2
98549,2
95285,2
61484,2
42100,2
16111,2
51162,2
58499,2
78654,2
25765,2
42216,2
28267,2
36389,2
47430,2
61210,2
47002,2
23986,2
62507,2
66525,2
44628,2
86322,2
67031,2
56416,2
22404,2
16497,2
90776,2
70831,2
51605,2
38498,2
6597,2
17310,2
68302,2
71702,2
24029,2
76309,2
71996,2
97089,2
37008,2
70199,2
49799,2
59753,2
12421,2
7964,2
68779,2
83363,2
81165,2
49120,2
99092,2
98921,2
92870,2
91618,2
90820,2
80704,2
79203,2
82494,2
74442,2
70388,2
28748,2
40928,2
35373,2
34798,2
4520,2
34616,2
28833,2
59205,2
46253,2
72881,2
22979,2
41243,2
11784,2
10437,2
96342,2
2962,2
668,2
95466,2
82772,2
95298,2
83403,2
82239,2
15310,2
65035,2
58538,2
58958,2
57949,2
56536,2
