user_id,revenue
93195,528.81
34121,528.81
93608,528.8
28855,527.95
72303,526.98
72571,526.98
6868,526.95
74333,525.99
17791,525.98
51067,525.5
22513,525.0
11602,523.99
8345,522.94
63335,522.36
44794,520.89
66403,520.47
79734,520.0
92060,519.99
5894,518.24
48004,517.0
75148,516.95
17911,516.49
36666,513.72
86095,512.98
21350,512.42
89991,510.09
8264,507.99
1510,507.55
66039,506.83
27564,506.81
9741,505.99
43515,505.99
12750,505.49
43763,504.83
85842,503.5
57621,503.0
69569,501.94
34692,501.6
62088,499.99
88921,499.93
7848,499.0
27785,499.0
33251,498.99
87844,498.99
99874,498.97
36975,498.97
42018,497.98
2103,496.95
52137,496.94
92040,495.96
35820,495.94
61796,495.88
22487,495.0
59155,495.0
34118,494.39
20808,493.99
64177,493.93
37547,491.05
5554,490.95
44476,490.58
94647,486.4
96967,484.9
64476,484.0
58287,484.0
83509,484.0
72141,482.94
99435,481.4
32961,481.0
7858,479.89
32468,479.59
61338,479.38
52086,479.0
89679,478.49
70054,477.64
32701,477.0
65075,476.99
6377,475.56
82033,475.44
24744,475.0
59895,475.0
56233,474.99
88215,474.98
46277,474.71
42820,474.55
49981,472.77
38842,472.48
25943,471.99
23412,471.11
43150,471.07
37273,470.95
96715,470.8
46541,470.49
56090,469.92
56727,469.9
76416,468.99
7243,468.68
80103,467.99
26253,467.76
51883,467.54
74487,467.5
85919,466.59
18575,465.95
33347,465.0
57609,465.0
23632,464.34
15277,463.74
66568,460.98
60501,459.96
10730,459.29
89515,458.48
43644,458.15
25269,457.99
42515,457.0
91811,456.99
26408,456.5
51033,456.0
43746,455.26
47043,454.89
27885,454.35
82857,453.94
49019,453.54
89601,452.89
31552,452.57
5695,452.19
99644,452.0
75764,451.82
89360,451.5
13521,450.93
42077,450.77
34879,450.73
32167,450.49
91174,450.38
95895,450.34
25320,450.22
67307,450.0
32899,449.26
6574,449.0
4262,449.0
19559,448.99
80173,448.98
78506,447.99
5858,447.65
45031,447.5
66859,447.49
68590,446.26
93807,445.86
79849,445.0
11441,444.47
82595,444.45
40526,444.0
53152,443.99
58827,443.99
54057,443.98
59720,443.9
31154,443.53
86106,442.99
66929,442.95
72574,442.77
83978,441.9
45126,439.99
55851,438.95
86117,438.62
41765,438.5
64805,437.99
50974,437.75
52921,437.55
2715,437.28
80599,437.0
60557,434.5
62298,434.08
45724,433.96
17114,433.49
74551,432.96
57785,432.48
16431,431.0
26686,430.51
19724,429.99
73967,429.98
5043,429.93
685,429.54
96128,429.42
56598,429.0
95547,429.0
91884,429.0
54415,429.0
48960,428.95
94825,428.49
16736,428.24
7646,428.0
90530,427.49
33692,427.39
84554,427.25
28369,426.97
13220,426.51
21257,426.2
88400,426.0
55555,426.0
37042,425.9
98358,425.76
61601,425.45
43322,425.19
94455,425.01
7118,425.0
88451,424.99
22565,424.98
24569,424.68
68866,424.5
47439,424.5
92882,424.5
89795,424.5
70907,424.5
36196,424.07
54145,424.0
59314,423.41
13506,422.94
32355,421.84
30848,421.55
87666,421.48
59018,420.98
75653,420.28
70256,420.0
12013,419.95
38754,419.5
54767,419.49
48630,419.18
5563,419.0
18552,418.99
28683,418.96
18721,418.87
485,418.5
48173,418.5
87536,417.99
36569,417.49
17031,417.29
70872,417.09
36062,417.0
75434,417.0
75705,417.0
2319,416.97
90655,416.5
56002,415.49
3769,415.43
75598,415.37
40197,415.01
59491,415.0
50195,414.95
608,414.72
59784,414.5
54494,413.97
80123,413.93
56106,413.56
75789,413.0
57935,413.0
65146,412.64
66254,412.59
54483,412.53
45360,412.39
76512,412.0
81005,412.0
90475,412.0
31180,411.99
24856,411.99
49511,411.5
67765,411.49
93250,411.47
91496,411.17
60865,410.82
11185,410.49
67411,410.1
18839,410.0
40294,409.95
25091,409.95
22291,409.24
25596,408.99
25705,408.99
32784,408.98
4307,408.77
71804,408.49
87092,408.48
32780,408.0
66905,408.0
32679,407.61
14916,407.5
56442,407.49
81766,406.98
23613,406.44
38724,406.43
64953,405.99
9245,405.26
47933,404.95
48680,404.93
65213,404.91
45873,404.5
61478,404.34
66228,403.42
78488,402.99
17346,402.99
63174,402.99
83686,402.99
15592,402.95
78990,402.91
4672,402.49
53500,401.93
33315,401.35
42817,401.01
84676,400.59
61881,400.12
4403,400.0
85594,399.95
19885,399.95
81845,399.95
91458,399.93
77956,399.89
77815,399.67
49271,399.43
59117,399.21
17421,399.0
25361,399.0
89300,399.0
71119,399.0
57399,399.0
1097,399.0
46241,399.0
26583,399.0
43424,399.0
91636,398.99
6331,398.94
67942,398.54
53213,398.0
79334,398.0
10310,397.99
78041,397.99
92096,397.95
64030,397.47
35376,396.99
9791,396.86
95999,396.6
47625,396.45
90613,396.28
14238,396.24
55557,396.1
72418,396.0
42549,395.0
80761,395.0
67701,395.0
58518,395.0
21101,395.0
4210,395.0
85562,394.95
44901,394.5
71297,394.28
38225,394.22
58932,394.13
35952,393.5
90155,393.46
77428,393.39
22903,393.17
26154,392.84
95831,392.62
43672,392.45
72129,391.99
30036,391.58
84394,390.99
748,390.98
91875,390.88
86554,390.75
76516,390.13
94093,389.98
66922,389.9
80039,389.75
19586,389.0
90958,389.0
35823,388.0
52963,387.99
79368,387.84
58710,387.48
66748,387.0
99613,386.84
14913,386.83
57197,386.72
97029,386.5
16257,386.49
85377,386.48
20304,386.29
79609,386.27
87598,386.0
81616,385.2
99728,384.99
95100,384.83
1606,384.69
1819,383.94
19401,383.84
40409,383.8
84163,383.48
57378,383.36
3174,383.14
31773,382.98
83168,382.93
62143,382.91
64355,382.66
58857,382.02
16324,381.98
19826,381.95
53543,381.73
81384,380.99
99545,380.98
51498,380.94
83884,380.49
13300,380.21
12238,380.0
69633,379.95
64612,379.92
5372,379.88
27853,379.6
94383,379.0
1852,378.95
48725,378.0
63226,378.0
23699,377.99
59453,377.98
65952,377.97
66328,377.8
18427,377.73
25301,377.59
99525,377.49
21194,377.36
58433,377.18
85441,376.99
97175,376.5
1152,376.45
78662,375.99
70565,375.94
98484,375.93
61453,375.64
98941,375.61
24612,375.6
35930,375.5
33976,375.49
80031,375.0
27621,375.0
98554,375.0
31100,375.0
37519,375.0
48142,375.0
94058,374.99
85509,374.39
43383,374.0
21622,373.99
45291,373.93
88767,373.83
40875,373.77
6794,373.44
70763,372.95
8362,372.94
52932,372.67
59132,372.0
67794,371.98
74840,371.86
21432,371.84
37855,370.98
71809,370.94
64826,370.78
49382,370.14
44,370.1
68293,369.99
30692,369.99
43825,369.95
37672,369.89
67108,369.88
45302,369.78
15793,369.7
9671,369.63
68286,369.5
79120,369.49
46699,369.35
45316,368.59
40961,368.39
23990,368.27
94052,368.2
60670,367.49
3632,367.45
83756,367.39
40996,367.24
45974,367.16
63354,367.0
70652,366.44
68027,366.44
23196,366.25
93354,366.0
60814,366.0
8783,365.99
4668,365.97
94209,365.94
5579,365.7
8492,365.13
77811,364.99
13685,364.98
28685,364.74
93185,364.73
37539,364.64
37447,364.49
27989,364.0
79961,363.96
47235,363.88
20490,363.45
84130,363.36
90376,363.11
59681,362.75
60811,360.99
53913,360.93
91214,360.88
32823,360.74
29790,360.59
96054,360.48
97066,360.45
5301,360.38
12579,359.99
33344,359.99
88263,359.98
49604,359.95
869,359.81
53778,359.49
68201,359.36
79928,358.6
38811,358.0
15129,358.0
71619,357.97
26778,357.96
84724,357.95
50793,357.95
11553,357.93
86084,357.56
14065,357.48
81842,357.0
61492,357.0
53611,356.99
30569,356.48
70084,356.09
89401,355.99
74202,355.77
40860,355.5
29701,355.38
97726,355.11
39208,355.03
62913,355.02
18773,355.0
23840,354.99
86398,354.95
22817,354.95
66108,354.89
97519,354.54
68767,354.15
57502,354.05
69441,353.99
9784,353.95
29706,353.94
90979,353.42
13277,352.95
14743,352.89
74427,352.49
12093,352.22
59250,352.09
11023,351.99
3960,351.49
15716,351.49
57699,351.0
48932,350.99
54060,350.97
35147,350.93
11479,350.9
82475,350.47
97146,350.32
4189,350.3
87072,350.16
26907,350.0
83468,350.0
28408,350.0
93186,350.0
60880,350.0
30139,350.0
31131,350.0
20985,350.0
24112,350.0
42915,349.98
72280,349.98
3369,349.95
25137,349.95
39227,349.95
5045,349.85
76711,349.36
47290,349.22
41267,349.0
5001,349.0
7080,349.0
87795,349.0
84202,348.99
91756,348.99
71945,348.97
86847,348.77
92947,348.64
21047,348.44
43724,348.2
55934,348.11
1817,348.1
81791,348.0
14681,348.0
42760,348.0
30361,348.0
73642,348.0
59530,348.0
45475,347.98
85854,347.96
71091,347.61
3245,347.54
33441,347.09
74062,346.95
14466,346.19
34807,346.0
52355,346.0
69930,346.0
93399,346.0
58482,345.99
66640,345.97
61717,345.94
61023,345.54
42927,345.39
34269,345.31
46386,345.0
33127,344.99
92324,344.97
2671,344.93
91106,344.92
3430,344.66
76675,344.02
10024,343.99
41018,343.99
46982,343.98
75494,343.96
84673,343.95
21180,343.63
22247,343.49
55268,343.48
87618,343.47
71826,343.33
45852,343.01
97673,342.99
18316,342.48
67373,342.02
54070,341.99
58888,341.99
57037,341.99
77768,341.88
18952,341.86
90818,341.64
69430,341.15
82880,341.0
17772,341.0
47917,340.99
87514,340.95
49756,340.69
91516,340.67
87665,340.59
48718,340.5
79463,340.48
94925,340.43
31642,340.2
81323,340.06
32124,340.0
12580,339.98
32199,339.97
73196,339.94
5085,339.9
6173,339.45
88223,339.23
52056,339.17
52609,339.0
24409,339.0
37852,339.0
68823,338.99
61342,338.98
59253,338.98
4405,338.95
19836,338.93
13589,338.37
83944,338.06
27913,338.0
63058,337.98
46267,337.98
30758,337.94
86892,337.87
25057,337.8
7167,337.73
98423,337.47
31931,337.4
29274,336.97
56452,336.5
46095,336.09
63941,336.06
42408,335.94
71113,335.75
16988,335.54
98724,335.08
93097,335.0
24517,334.99
45336,334.99
41362,334.95
72607,334.95
67905,334.92
43469,334.88
86086,334.85
11261,334.81
50184,334.26
63015,334.18
8023,334.13
69693,334.0
80157,334.0
17599,334.0
59126,333.97
13683,333.89
58963,333.49
23960,333.35
44037,333.3
82547,332.99
20205,332.99
36983,332.89
99899,332.5
65035,332.47
99725,332.4
30664,332.19
64309,332.16
97808,332.0
68408,331.99
29561,331.99
17712,331.75
23146,331.6
39854,331.59
13774,331.11
73763,330.94
50124,330.85
25804,330.44
79117,330.26
35028,330.0
54280,329.99
38525,329.99
84553,329.99
78431,329.98
95611,329.95
42149,329.7
30000,329.38
18529,328.98
94487,328.92
8088,328.2
91589,328.07
48113,328.0
94844,328.0
17605,328.0
12638,328.0
49050,328.0
12585,327.97
62776,327.95
19358,327.92
49237,327.89
64521,327.78
46575,327.75
95865,327.5
4378,327.44
23794,327.38
68887,327.0
31615,326.99
43072,326.98
28056,326.97
39574,326.0
34691,326.0
16267,326.0
51537,325.94
59226,325.0
41958,325.0
79291,325.0
91373,325.0
1327,325.0
9401,325.0
89467,325.0
78491,325.0
52738,325.0
61832,325.0
8083,324.95
7994,324.9
87864,324.83
23415,324.57
13714,324.45
38346,324.39
65090,324.0
11922,324.0
16945,323.97
68045,323.95
12809,323.94
73257,323.59
7739,323.52
64421,323.0
21575,323.0
19382,323.0
19876,322.99
7055,322.98
6655,322.9
87669,322.87
84223,322.79
4419,322.69
58863,322.5
12880,322.34
21503,322.16
6687,322.0
14051,321.99
31415,321.98
12430,321.91
38317,321.58
83029,321.49
58608,321.49
44408,321.49
81583,321.38
8455,321.31
41185,320.99
946,320.97
83230,320.95
11233,320.94
35207,320.93
72402,320.59
41660,320.0
14448,320.0
20399,320.0
76893,320.0
13236,319.99
7462,319.99
72734,319.99
53382,319.98
10184,319.97
87892,319.95
64229,319.94
19514,319.55
66702,319.49
74766,319.0
15380,318.99
96585,318.95
50668,318.92
29232,318.57
45582,318.34
64148,318.0
56319,318.0
50783,318.0
19453,317.99
10268,317.99
28266,317.99
65214,317.98
83383,317.95
16316,317.77
52558,317.75
60527,317.63
83663,317.5
24269,317.49
88928,317.19
21824,317.0
18755,316.79
36976,316.74
80451,316.6
67996,316.6
19087,316.6
88776,316.5
55349,316.43
75981,316.37
12379,316.0
31550,316.0
97580,315.5
43664,315.47
68246,315.35
98648,315.25
83519,315.2
77522,315.13
57066,314.99
50278,314.97
16605,314.95
9832,314.6
35811,314.55
2860,314.41
85719,314.35
54073,314.27
3568,314.05
58368,314.0
40830,314.0
82939,313.99
87831,313.99
84399,313.98
84255,313.98
45188,313.95
94421,313.58
39026,313.5
30192,313.45
46573,313.37
81658,313.23
91399,313.16
7525,313.14
32359,313.0
95926,313.0
21021,312.99
60274,312.91
56698,312.88
7852,312.52
91731,312.34
45470,312.06
10936,311.99
47176,311.97
26064,311.96
68206,311.95
74237,311.93
37170,311.91
53023,311.85
12411,311.85
3821,311.49
30833,310.99
1140,310.95
64231,310.94
27718,310.26
20998,310.16
67314,310.0
81250,309.99
96891,309.43
1513,309.31
49622,309.03
71953,309.0
46355,309.0
39560,308.9
40260,308.88
60251,308.88
48997,308.76
7251,308.05
40370,308.0
56374,308.0
7924,307.99
25258,307.98
5672,307.96
81289,307.95
96653,307.94
86747,307.82
87428,307.49
35830,307.0
36250,307.0
37961,306.99
94497,306.99
19212,306.98
11497,306.49
57530,306.48
34246,306.38
69997,306.0
81251,306.0
91327,306.0
52347,305.99
84663,305.5
35275,305.48
11743,305.4
56994,305.0
91891,304.98
32601,304.98
29718,304.9
70022,304.87
64614,304.73
98190,304.65
11207,304.58
87368,304.48
31139,304.45
68774,304.42
30174,304.28
71124,304.0
88745,303.99
49244,303.99
66337,303.99
96254,303.98
93228,303.98
31669,303.94
55712,303.71
18290,303.53
62087,303.47
72117,303.31
6036,303.21
65143,303.17
2629,303.16
59191,303.0
4104,303.0
73863,302.99
63913,302.98
71964,302.95
62194,302.92
6616,302.8
82078,302.7
73112,302.56
31648,302.55
64574,302.4
9554,302.0
88879,302.0
41010,301.99
29723,301.89
60109,301.25
90926,301.19
98148,301.15
23471,301.0
30607,300.98
32326,300.98
74543,300.98
43448,300.97
97189,300.96
35484,300.94
36626,300.87
16893,300.85
9075,300.75
68528,300.45
49846,300.45
5557,300.33
74484,300.0
86295,300.0
55164,300.0
92858,300.0
34889,300.0
52121,300.0
38738,300.0
35388,300.0
31809,300.0
28642,300.0
64935,300.0
59776,299.99
77415,299.99
90896,299.99
96068,299.99
96399,299.99
51198,299.98
94491,299.98
41768,299.95
88280,299.95
10991,299.95
94715,299.95
22896,299.94
3188,299.49
49600,299.49
28655,299.49
33934,299.47
89653,299.19
51379,299.06
5303,299.0
7200,299.0
16887,299.0
25363,299.0
31702,299.0
55964,299.0
5540,298.99
78843,298.99
55800,298.98
82901,298.98
81634,298.97
98791,298.97
61942,298.84
3645,298.7
93686,298.43
81614,298.42
65824,298.31
52758,298.11
46342,298.0
12507,298.0
65606,298.0
70571,298.0
68477,298.0
11857,297.99
82799,297.98
47727,297.97
72358,297.9
83898,297.89
16223,297.84
38579,297.71
4131,297.52
99888,297.5
17908,297.23
78387,297.15
92895,297.14
89762,297.0
54436,297.0
72999,297.0
26981,297.0
68775,297.0
9698,297.0
3093,297.0
27975,296.95
44430,296.86
31658,296.61
11574,296.5
18338,296.45
29688,296.36
24539,295.99
65733,295.95
34842,295.93
40994,295.93
94061,295.9
80400,295.74
70224,295.58
33857,295.5
882,295.2
49896,295.0
78378,295.0
81169,295.0
3097,295.0
50527,295.0
44766,294.99
31946,294.99
69964,294.97
42113,294.9
43509,294.88
57216,294.88
51729,294.72
53325,294.66
98107,294.48
74676,294.45
97295,294.0
5701,293.99
26666,293.95
24249,293.91
43936,293.8
16061,293.68
58225,293.5
89217,293.33
53454,293.33
84776,293.0
15120,293.0
56094,292.99
5782,292.99
59755,292.99
63857,292.98
68585,292.94
17978,292.88
19763,292.64
46539,292.64
72166,292.28
79034,292.05
48773,291.89
89452,291.86
25102,291.67
19226,291.53
20600,291.13
13567,291.0
47076,290.99
95729,290.99
79185,290.98
21467,290.24
89836,290.0
6563,290.0
58781,289.99
38499,289.99
48623,289.99
54398,289.98
86503,289.96
57156,289.95
77358,289.95
74031,289.5
44218,289.5
14891,289.45
51133,289.18
51738,289.16
86428,289.09
66192,289.0
36261,288.99
97278,288.98
82993,288.98
38354,288.94
90813,288.8
28030,288.5
61451,288.49
33339,288.48
32297,288.46
4615,288.38
85477,288.12
89756,288.0
99411,288.0
84564,287.99
54744,287.98
98569,287.93
24151,287.86
28498,287.69
91594,287.64
33006,287.64
45648,287.64
52396,287.61
25249,287.5
27482,287.5
1622,287.49
69521,287.49
92871,287.47
10250,287.43
86414,287.28
49416,287.24
23799,287.24
51697,287.22
36839,287.0
53981,286.98
68790,286.98
11009,286.95
43067,286.95
97180,286.95
59423,286.75
10200,286.74
81011,286.74
68691,286.62
86345,286.6
4439,286.5
2549,286.33
40265,286.28
28468,286.01
5590,286.0
29084,286.0
16345,286.0
94629,286.0
30893,286.0
12086,286.0
40111,286.0
25872,285.99
53624,285.99
74944,285.95
70597,285.78
4767,285.6
79520,285.53
1366,285.48
59541,285.44
44848,285.16
77407,285.0
1548,285.0
47324,285.0
1253,285.0
71445,285.0
71734,285.0
60817,284.99
79810,284.99
57765,284.98
37212,284.97
70257,284.96
43843,284.96
43500,284.95
44257,284.94
42790,284.88
84697,284.64
24243,284.5
52784,284.49
80707,284.4
39971,284.37
73569,284.19
15055,284.17
89791,284.03
16028,283.99
16486,283.98
6966,283.98
66563,283.96
4159,283.68
19347,283.48
27444,283.45
23859,283.34
27214,283.31
55528,283.23
34487,283.0
35683,283.0
13099,282.99
59413,282.95
66029,282.94
90717,282.83
36052,282.71
81996,282.64
1095,282.49
19295,282.39
5482,282.29
98833,282.24
96753,282.01
34072,282.0
31792,282.0
4472,282.0
47875,281.99
68511,281.99
16572,281.98
46168,281.96
12465,281.95
98864,281.95
26507,281.95
20958,281.94
48529,281.93
13956,281.91
76920,281.72
30867,281.59
22554,281.49
44842,281.44
95065,281.0
58676,281.0
409,281.0
59518,280.97
10793,280.97
39422,280.85
68877,280.67
55572,280.43
99236,280.36
71239,280.18
60091,280.08
10522,280.0
21207,280.0
67582,280.0
52416,280.0
3664,280.0
98789,279.99
12328,279.99
62240,279.98
52541,279.97
68993,279.95
49037,279.95
11944,279.94
29408,279.9
51152,279.9
88513,279.89
70624,279.86
83007,279.85
21660,279.75
91701,279.63
28044,279.61
82633,279.48
273,279.46
83772,279.43
1879,279.4
15319,279.03
41726,278.99
56702,278.99
77412,278.99
83186,278.99
74072,278.98
74058,278.97
86763,278.97
73855,278.81
23525,278.79
789,278.71
58205,278.58
26740,278.58
81072,278.57
98466,278.47
59621,278.45
25927,278.4
15525,278.38
3928,278.37
89354,278.33
53869,278.11
38405,278.1
1988,278.09
93352,278.0
24258,278.0
39920,278.0
70495,277.99
41942,277.99
41701,277.98
51660,277.97
71560,277.95
67893,277.9
19190,277.58
82069,277.52
60980,277.51
78781,277.5
22499,277.45
5198,277.39
26559,277.15
3602,277.0
61785,277.0
76357,276.99
91335,276.94
26695,276.92
58569,276.9
13984,276.49
12999,276.49
81995,276.4
76993,276.19
92151,276.0
337,276.0
5924,276.0
72036,275.99
61260,275.95
94258,275.94
79435,275.89
47759,275.84
48784,275.49
98693,275.41
19097,275.36
47132,275.21
59999,275.0
14738,275.0
85790,275.0
55756,274.98
3996,274.98
30037,274.97
77954,274.94
37936,274.93
13840,274.89
89999,274.84
24236,274.81
9314,274.49
28871,274.47
28403,274.43
51751,274.34
15841,274.13
51913,274.0
71587,274.0
25968,274.0
35268,273.99
78791,273.97
22644,273.95
35217,273.83
69859,273.55
75016,273.48
36383,273.46
49999,273.44
98501,273.27
28743,273.23
13732,273.06
63940,273.03
60614,273.02
34829,273.0
88628,272.99
88155,272.98
17431,272.94
36048,272.89
50794,272.89
97288,272.64
84047,272.62
56382,272.5
68681,272.49
44290,272.31
32014,272.15
48993,272.02
10000,272.0
55168,271.99
42461,271.99
92459,271.99
18789,271.95
80335,271.87
37818,271.83
23042,271.64
32598,271.5
68265,271.49
31787,271.25
25590,271.15
54299,270.77
45646,270.5
60609,270.5
18397,270.49
80830,270.45
84919,270.28
29756,270.0
71796,270.0
93408,270.0
4181,270.0
74284,270.0
98867,269.99
81685,269.99
65089,269.99
32353,269.96
54039,269.96
97235,269.95
86292,269.9
47172,269.68
79906,269.58
84562,269.54
45426,269.52
35178,269.51
23740,269.5
85671,269.5
48224,269.47
51695,269.39
45040,269.39
20837,269.39
87627,269.28
35857,269.27
42539,269.05
28700,269.0
34877,269.0
15375,269.0
5809,269.0
95141,269.0
2778,268.99
25810,268.95
54617,268.94
64391,268.89
37920,268.82
88908,268.79
9595,268.43
34057,268.29
78276,268.18
62723,268.0
54144,268.0
61344,268.0
61915,268.0
14231,268.0
84995,268.0
78011,267.99
82777,267.99
58040,267.99
52425,267.99
40449,267.95
6977,267.95
4560,267.94
75372,267.71
70823,267.6
68475,267.5
69272,267.5
53231,267.03
99551,266.96
55979,266.94
83871,266.89
35072,266.69
85492,266.66
13763,266.54
54044,266.18
28169,266.1
68964,266.0
9542,266.0
3165,266.0
34812,265.99
37192,265.99
25196,265.99
87261,265.98
10987,265.96
11517,265.9
87446,265.89
7729,265.73
63060,265.67
72084,265.56
94889,265.24
94853,265.24
35127,265.0
69256,265.0
65602,265.0
50563,265.0
50351,265.0
37810,265.0
40290,265.0
86268,264.99
9084,264.99
40099,264.97
80598,264.94
10117,264.94
41888,264.9
54348,264.75
1755,264.67
64495,264.56
58427,264.5
74514,264.49
44484,264.47
40786,264.45
11131,264.45
53802,264.39
45238,264.36
52384,264.15
96077,264.0
95151,264.0
45154,264.0
25586,264.0
9474,264.0
65451,264.0
16875,264.0
16772,263.98
38872,263.98
76454,263.96
53957,263.94
31308,263.89
35454,263.84
93770,263.83
77332,263.82
43251,263.72
73631,263.58
49543,263.49
82815,263.49
24625,263.48
5281,263.47
63851,263.44
31008,263.39
91980,263.27
55018,263.19
69671,263.15
23137,263.07
4198,263.04
32750,263.0
80058,262.98
35211,262.95
81869,262.94
75116,262.8
68855,262.62
73556,262.58
25945,262.49
43362,262.24
34296,262.24
37083,262.0
89224,262.0
48679,261.84
40070,261.84
90237,261.74
61460,261.73
93336,261.63
93509,261.6
77681,261.53
5479,261.49
48897,261.49
91002,261.47
15014,261.45
95952,261.4
44125,261.39
43141,261.29
29043,261.07
38362,261.02
37108,261.0
92594,261.0
47419,261.0
25775,261.0
4428,261.0
64723,261.0
85388,260.98
99490,260.97
20712,260.94
29378,260.93
34402,260.75
60347,260.48
36931,260.45
49954,260.37
64151,260.34
3598,260.1
56591,260.0
55510,260.0
49737,260.0
46560,260.0
42099,260.0
70581,260.0
34173,260.0
49486,260.0
26074,260.0
59368,260.0
10473,260.0
14139,259.99
34675,259.99
38992,259.99
6299,259.97
24553,259.96
43030,259.95
73453,259.94
59262,259.94
69158,259.85
21325,259.78
21318,259.67
56574,259.65
33577,259.5
76982,259.5
43569,259.49
31611,259.45
93407,259.44
15185,259.13
78060,259.1
72444,259.0
85308,259.0
50944,259.0
2611,259.0
16282,259.0
36547,259.0
68948,259.0
66801,258.99
1268,258.99
66819,258.99
73173,258.99
35891,258.99
90064,258.99
81336,258.99
18752,258.95
96081,258.89
64334,258.89
29425,258.74
35647,258.61
70130,258.61
4020,258.6
43741,258.58
97006,258.51
62418,258.49
11598,258.4
50322,258.39
50414,258.16
86201,258.11
22391,258.0
37740,258.0
81209,258.0
42545,258.0
82354,258.0
76092,258.0
76807,258.0
47649,257.99
17941,257.98
74281,257.95
6504,257.95
44349,257.95
1595,257.94
73447,257.9
53551,257.86
77077,257.57
96673,257.44
96760,257.4
6765,257.38
20126,257.19
16994,257.07
46314,257.0
68299,256.97
20040,256.89
61573,256.81
81888,256.75
14843,256.5
41612,256.49
12786,256.4
88604,256.33
96708,256.23
60890,256.2
25314,256.15
25160,256.0
91209,256.0
70209,255.99
6161,255.98
49146,255.98
51901,255.97
80609,255.95
47213,255.95
13025,255.93
73608,255.92
40056,255.9
87930,255.9
27183,255.87
44436,255.86
12121,255.7
77436,255.58
94510,255.5
18009,255.49
54628,255.49
51000,255.48
66285,255.48
43266,255.37
3451,255.35
6601,255.29
84560,255.13
26261,255.0
33405,255.0
56611,255.0
30382,255.0
65079,255.0
43436,254.99
9891,254.99
55042,254.99
75379,254.98
92139,254.98
86898,254.98
14465,254.97
80446,254.95
64397,254.95
6187,254.94
78959,254.9
90328,254.89
60038,254.88
54975,254.79
56533,254.68
91018,254.61
80313,254.51
37694,253.99
32009,253.99
81560,253.95
12257,253.95
75371,253.79
65679,253.69
93372,253.56
28646,253.51
10923,253.51
62068,253.49
89,253.45
60464,253.37
61234,253.16
54518,253.15
28786,253.11
17359,253.0
19369,253.0
36305,253.0
54146,253.0
56221,253.0
70882,252.99
57181,252.99
60101,252.9
21405,252.89
18505,252.83
14532,252.75
6782,252.73
75273,252.63
84930,252.49
13080,252.48
38435,252.42
78663,252.12
85824,252.0
